"Year","Month","Dates","CHL.1","CHL.2","CHL.3","CHL.4","CHL.5","CHL.6","CHL.7","CHL.8","CHL.9","CHL.10","CHL.11","CHL.12","CHL.13","CHL.14"
"2003","01",2003-01-16,0.794086373191279,0.983360429990639,0.775679833664794,0.412784651447745,0.223068937574357,0.162469494152069,0.207794351792336,0.159133572888374,0.146210684680939,0.169779463481903,0.148337657570839,0.156109444080637,0.152740332710743,1.0356606503073
"2003","02",2003-02-16,1.5206507506443,0.686144462963681,0.886645170697733,0.380908978581429,0.247758528867433,0.144651900625229,0.15312604162693,0.152587666723655,0.154243080536332,0.150065069007874,0.155283486340769,0.148022902112047,0.15399859183734,0.96368718279581
"2003","03",2003-03-16,0.500804572312842,0.904424990352133,1.34696620884023,0.4872886716253,0.40062184120553,0.167468148779869,0.200317540717125,0.197750555928196,0.149584280518393,0.171632568037452,0.158921821036538,0.135016291044318,0.124799128886192,0.457242073879231
"2003","04",2003-04-16,0.92109976003263,0.343376362831264,0.288466315868765,0.284746294419439,0.412579543430712,0.189773131282531,0.241113217874757,0.209188453975673,0.157985017284386,0.220784595598821,0.188851317884572,0.154761688239807,0.160208741220803,0.435681898602729
"2003","05",2003-05-16,1.70545323382568,2.24744053549913,1.11975692901409,0.373140290884648,0.419312503413264,0.23010102486504,0.194999022177233,0.214984056568637,0.186379427128825,0.260664081188286,0.153690678053352,0.162241340833738,0.145838104920087,1.8316864227141
"2003","06",2003-06-16,0.719454101826015,0.628664711917319,0.703927418789678,1.49650778602546,6.11496181684961,NA,0.251280985550204,0.237400774651928,0.314089161343873,0.910825176237553,0.168401226700206,0.189357849221733,0.202615256641495,0.434745744017545
"2003","07",2003-07-16,NA,NA,19.4854630231857,18.602555513382,4.50715700938795,NA,NA,NA,NA,4.06690891385078,NA,0.293717280030251,0.266003858966705,0.566113173961639
"2003","08",2003-08-16,0.962029792368412,5.30717685490847,7.7507990452708,23.407486578052,10.5636099559419,NA,0.536929376423359,0.605398017852033,0.256887111398909,5.93910363113338,0.204633570143155,0.640615344386209,0.195837862059182,NA
"2003","09",2003-09-16,4.16765785257695,5.70102700423299,6.54802641334311,4.24967148313873,8.01392963519291,1.02236835383674,1.27575927800383,1.42607131270479,0.369090847026414,1.43698972776748,0.309698141614596,0.253958753015914,0.256782845208343,2.26167254360599
"2003","10",2003-10-16,2.12361437516243,3.20435292156499,2.37983836699499,2.03410417273705,4.25352549037276,0.39255839704719,0.712019784328265,0.305091111497446,0.240531191006582,0.704838170099065,0.234080894531742,0.346969447150005,0.228314639354845,1.77416321364042
"2003","11",2003-11-16,1.68094036148654,1.5859389396317,1.87561772834687,0.869394619240466,0.6856394947089,0.264409999918938,0.363321829509735,0.315631348872185,0.278860746047054,0.322250160574913,0.25997727682912,0.310851357437548,0.287553946684182,2.13888396849167
"2003","12",2003-12-16,1.07981466198527,1.07696807355835,0.783131778689659,0.467140701546771,0.291231949178671,0.240992417860031,0.261360389018059,0.255677801418304,0.186647667384148,0.198612283229828,0.179289006376266,0.181046552157402,0.177608121681213,1.09193195991377
"2004","01",2004-01-16,0.877050428245312,1.37172576963175,0.895224593822346,0.506006110094342,0.426650626796552,0.202652527856827,0.209921993732452,0.197269430470467,0.185227265286446,0.231288209438324,0.161643755269051,0.184150689601898,0.171787523749743,0.629142921914432
"2004","02",2004-02-16,0.813648058205459,0.860803356334677,1.01773637395801,0.419423806761938,0.248084389295977,0.188627391815186,0.225473275455909,0.172204929685593,0.154867453848137,0.165842679639657,0.152172687140415,0.155142512589523,0.161713356907303,0.677771077053347
"2004","03",2004-03-16,0.647756971703593,0.934978165420504,1.08641639987388,0.484499041766536,0.240767761330674,0.146569986517231,0.189465322725627,0.174382225322723,0.164403402924538,0.148021716880798,0.150713244891167,0.150499767573868,0.150298511919374,0.36563293816877
"2004","04",2004-04-16,0.493308724479361,0.986109590018863,0.804089315397976,0.587687153660466,0.546860124868078,0.169927437168856,0.18544322772859,0.184589513392589,0.186929256752529,0.160940563866223,0.151482637081018,0.156874719242549,0.146869061811679,0.534015754973715
"2004","05",2004-05-16,2.68020826807389,1.00906154699624,1.8017324406897,3.23572621067416,4.40442363849578,0.499386605361234,0.226936636377225,0.628008616863522,0.273652189448476,1.6942829097787,0.361756763377115,0.176875705987799,0.219142783574156,0.527117995661683
"2004","06",2004-06-16,0.739547548669108,NA,NA,2.39632418751717,6.40222186612941,0.261489200592041,NA,0.181784400343895,0.221260423130459,2.31224627888972,0.182465917042767,0.281571256739846,0.175721963291818,0.95720568722622
"2004","07",2004-07-16,NA,6.79269234339396,16.8021801067435,9.52302841993346,12.9178950167687,NA,0.893914210796356,2.94733274917977,1.45796286020168,6.14733002807053,0.358710975586614,1.94807731245924,0.342034381102113,NA
"2004","08",2004-08-16,3.23714564243952,10.1404919359419,15.0746566227504,17.1872223218282,12.8603226463,1.64584464629491,7.3966321035217,7.17377151372612,0.484144247804128,16.1566504056637,0.200878602815858,0.595604803413153,0.268025417278693,NA
"2004","09",2004-09-16,4.91476376915197,13.9497932742164,15.5709609107942,6.67291610576641,13.2774066934488,2.15061455645423,7.18436878398061,12.93563649758,3.69062867381639,5.95879705879709,0.668995692592227,1.11141980277668,0.305140210708161,2.47318547293202
"2004","10",2004-10-16,1.3906767476836,1.98623657173479,1.8453007228122,1.21788890365901,2.41606249690056,0.620932011337887,0.291027732157007,0.26596751814442,0.222698770770327,0.479878518511267,0.305556706222919,0.258623266786718,0.208345837491964,1.60229602946442
"2004","11",2004-11-16,1.62138837913417,1.34038030696147,1.18560900603548,0.554133011725704,0.376772309653461,0.197309479784966,0.248351324605942,0.248866899180412,0.170448399903411,0.253240481948853,0.168915298414688,0.214235791927062,0.243872948967362,1.48817874566193
"2004","12",2004-12-16,1.41152975118541,1.48221121817542,1.2613582007449,0.524500249506673,0.258736749235381,0.170119889426231,0.19576999707222,0.278695579051971,0.190757889914513,0.173794851279259,0.17922509932518,0.165916555166245,0.178940246343613,1.25958506601086
"2005","01",2005-01-16,0.80940952063508,0.890958385656448,0.810221022374624,0.427725693419546,0.211027431118692,0.171308936047554,0.175105298829079,0.160528043380533,0.167974509000778,0.165260084867477,0.15863629989326,0.16453983595237,0.159634678862259,1.71368658672798
"2005","02",2005-02-16,0.766734352001013,0.994423783868909,0.935464063390743,0.491230998933315,0.227178424468696,0.16081795809269,0.151121960282326,0.153502870845795,0.154628855991364,0.147257696032524,0.15217830414772,0.149637694501877,0.151027371454239,1.08765811392749
"2005","03",2005-03-16,0.7043347647353,0.861905436399506,0.742946420371675,0.590629480082993,0.382905177013603,0.154481838226318,0.150906119894981,0.150926843118668,0.139598514036968,0.14532200833559,0.144703779101372,0.13511214392227,0.138973458349823,0.730101516825143
"2005","04",2005-04-16,0.691540005816266,1.02346853889963,0.688588442042541,0.461691671351748,0.455123620584261,0.231180606691061,0.229264127348587,0.215087950842357,0.19785690584626,0.190942812729534,0.141331192127296,0.176644666385567,0.132187380414942,0.510656953654216
"2005","05",2005-05-16,1.37643469438082,2.63143203304512,1.73634293356112,0.469066943818082,0.710600365698338,0.172744666310874,0.198617455480914,0.168752636635703,0.155700412847228,0.21776710502934,0.161705537020561,0.149134673442193,0.146718659456454,1.13671651713022
"2005","06",2005-06-16,0.406089191325009,0.540788819579637,1.41013073596435,2.49620664486142,7.04247901915164,0.173712055188614,0.226438407425679,0.333063162707571,1.56550319574022,1.3969970271889,0.619839170789407,0.969419592820062,0.486112165188639,0.303884816861578
"2005","07",2005-07-16,2.15548371853708,2.91586023878742,4.01021675327245,2.92641468929627,12.2266943497169,0.324517355330529,1.21472727743034,1.35059261859109,0.600893772038074,3.25257449011834,0.294396013698795,1.92519746627425,0.758094978698513,1.79850907027047
"2005","08",2005-08-16,5.86693378857204,5.11521283720113,4.0868740250335,8.3188599361976,6.91087628309278,0.5922838250796,1.65710163640009,0.402806519214802,0.631667648592303,3.39626771459977,0.340262724761514,0.393075412175535,0.469056412400761,4.42550354292543
"2005","09",2005-09-16,3.50674415712106,5.60477769496845,5.81976040082182,6.09964591796909,12.5693238433748,1.1346810210241,1.11550098756602,0.921648918097554,2.82878092704623,2.04592620065579,0.372119961373777,1.94560037636095,0.390498779464367,1.95637011767556
"2005","10",2005-10-16,3.99340415020522,18.2656917094688,10.9015648163901,2.77707924027629,6.95625201912804,0.374798411036722,1.82942641752077,0.582886949331067,0.500017441479506,0.659984596947461,0.302472199630106,0.616048123365567,0.443263250702394,1.64353150418907
"2005","11",2005-11-16,1.96980815179058,3.23029599340565,2.01163082507749,1.36422536228088,0.489804249425088,0.322553328180313,0.376810403974251,0.584416718736879,0.382645206853717,0.435149548567219,0.258975655476818,0.441445655270976,0.264737381522233,1.52408543128456
"2005","12",2005-12-16,1.4102347460764,1.44463100049151,0.859993160585043,0.449496621317543,0.460373235527765,0.280587332558632,0.273787423753738,0.23724923210144,0.221667043542862,0.244934867143631,0.220613790559769,0.240569316720963,0.254252804732323,1.82318675844822
"2006","01",2006-01-16,0.635121168167606,0.965701372753516,0.670007176275523,0.360955181054947,0.360943220152475,0.218875036883354,0.221222159957886,0.218914991879463,0.238033465695381,0.246858433556557,0.259528935837746,0.249698915314674,0.257420395421982,0.982923369800797
"2006","02",2006-02-16,0.607314165267679,1.14104620692242,0.862273961305618,0.416555342950615,0.311217267220542,0.184663574290276,0.202041502642632,0.18439657099247,0.175588395023346,0.18622566242218,0.177161369729042,0.184104454112053,0.185027595305443,0.552968235174743
"2006","03",2006-03-16,0.729726040940131,0.962347579535608,0.658813869585051,0.527921694104034,0.367771160496763,0.152938944101334,0.159641422486305,0.162311298823357,0.155312650806859,0.168631796741486,0.15259866612263,0.1531298210501,0.150563656987912,0.498205259347547
"2006","04",2006-04-16,0.238898402452469,0.236913832525412,0.781766376437101,0.484468218725445,0.496486259554433,0.119244357837098,0.152797270694683,0.157950045032935,0.145279635097424,0.171125456338515,0.141349705953558,0.124313485390412,0.133095073884741,0.298046752996452
"2006","05",2006-05-16,0.637782407157561,1.07754060273108,2.20561312860058,1.44443416825363,1.03503142387434,0.151229627430439,0.154205833872159,NA,0.238258859940938,0.414335266408259,0.140183748677373,0.14474619197291,0.136983935493434,0.444807927573891
"2006","06",2006-06-16,0.773995083589584,1.30035997258678,1.62587663158774,2.08509616630669,6.96359940748904,0.1826999325345,0.201303635031367,0.200485553693127,0.176747572357106,0.922227415596209,0.142343655839318,0.159343468613345,0.140580325880471,0.535022314802416
"2006","07",2006-07-16,NA,NA,NA,16.1250694131338,8.62797958826461,NA,NA,NA,NA,9.82903309296007,NA,0.302294429214228,0.129098497331142,NA
"2006","08",2006-08-16,NA,9.25414724453636,13.2100193905242,8.68476492905802,7.95632953184388,0.419035614683078,0.523627261752668,0.523988394360793,0.908901550379512,3.15055857642609,0.372314156538033,0.715705900484075,0.294572531988349,NA
"2006","09",2006-09-16,5.93610291282336,5.7059516676151,6.49213166394945,2.03907057642937,10.3817274665926,0.443792062811553,2.99166327370724,1.68456274430967,0.440473322282758,0.481252209553795,0.342586035888837,0.219573554433422,0.308503496302228,2.23721058834727
"2006","10",2006-10-16,1.06395651457771,1.20281236256247,1.40751072381224,1.14130664140227,2.95422831046106,0.38192499210421,0.280832652630431,0.237570713410775,0.202256578107881,0.258086051387446,0.176872526459834,0.157128164763224,0.181825680251899,0.886194419036373
"2006","11",2006-11-16,1.3803181431105,0.859206479730652,0.782684254930133,0.474524389079306,0.637379081674984,0.174878756403923,0.165391215715623,0.183587380852856,0.146651848863175,0.217362293045276,0.126900854987113,0.149343005569117,0.134357349494019,0.694495510012452
"2006","12",2006-12-16,0.695478638796918,1.06187794503698,1.21782740798461,0.484767401137082,0.266276309366942,0.144870470452309,0.1543564016819,0.242089182281494,0.158005745768547,0.161975839710236,0.170168152046204,0.152459180736542,0.154367139670425,0.845717341260923
"2007","01",2007-01-16,1.01425922906145,0.82247531966587,0.760843497901947,0.41420275089104,0.247554579453374,0.148339789714349,0.146744180785779,0.181390753316879,0.168044138073921,0.169858308792114,0.147749379767234,0.160215976047516,0.159714876650236,1.04049891713975
"2007","02",2007-02-16,0.538024514594476,0.800116746321968,0.779465758604623,0.365974598818537,0.285511758914991,0.140585017824173,0.143392424106598,0.155127915287018,0.148024612736702,0.150152158546448,0.153789113759995,0.150555372595787,0.154953577446938,0.963452828790654
"2007","03",2007-03-16,0.762104886528264,0.656464807290052,0.251752036117332,0.160239845493369,0.201937099724873,0.139143285170502,0.166754738811184,0.152618238504435,0.143373538200793,0.144908285399122,0.139020689433873,0.141662670422326,0.14070313937223,0.703514085097354
"2007","04",2007-04-16,0.311360830277727,0.403426891629185,0.398237684255914,0.383869860447188,0.269638925056527,0.150793585586045,0.183750118094462,0.145617736776254,0.138730223247042,0.13638993026457,0.133982794249759,0.12485633701594,0.127557951796055,0.358539469739688
"2007","05",2007-05-16,0.518092963408687,1.05011207121077,0.678819746318935,0.798029041179178,1.21716505570232,0.173124081564544,0.156946957979387,0.150929695272699,0.139172435495895,0.243893367090568,0.134563917664165,0.142601150003347,0.138297088418761,0.52720719151126
"2007","06",2007-06-16,0.235129499888938,0.603786868111389,0.825571611897493,2.01531555723148,3.4256883216729,0.139319230843647,0.149576667388645,0.162191445182908,0.170005477465612,0.245378857501724,0.150246219767123,0.145428286883675,0.142451929801029,0.416701295835211
"2007","07",2007-07-16,NA,NA,NA,11.5190140683696,34.4674612240826,NA,NA,NA,2.06964865128199,20.2665279315125,NA,0.898436706873678,0.150869795680046,1.75530251829575
"2007","08",2007-08-16,0.979304740428925,10.3254205977836,2.29824351913789,2.02560423811277,2.34160685734214,0.520712144318081,0.421063601970673,1.80156511695761,0.691954239982146,1.3296516340971,0.361523207628502,0.221060897707939,0.162233076634861,0.395729005336761
"2007","09",2007-09-16,0.907153086115917,3.22727656404534,5.92381797899905,4.12922545813077,8.23365028260515,0.63249787060838,0.553031962347257,0.5158784553177,0.239557139032724,1.8400960687442,0.410415222402662,0.175284295889639,0.177279047597022,2.18674432876197
"2007","10",2007-10-16,1.25666856987876,1.28824387609959,1.71601181576051,1.4564467514247,1.5693682641088,0.252532766839581,0.329889022888472,0.457952684382113,0.376560799379385,0.39371996614066,0.343331143219729,0.186473482662455,0.131756034839505,0.808218699520387
"2007","11",2007-11-16,1.1251010408343,0.901529609401157,0.754763257031463,0.38329350369677,0.301220517020959,0.220194476675987,0.228644800019264,0.238472513747215,0.188604844662432,0.21699130423069,0.160508004927635,0.188120706997388,0.157464437162684,0.765174622339272
"2007","12",2007-12-16,0.929279753966118,0.943579314641975,0.793346045085006,0.363260895276256,0.337592123779508,0.184760110473633,0.223258353662491,0.231906307435036,0.207735905694962,0.236953223991394,0.192599959921837,0.220633407878876,0.232545235767387,0.742390618012065
"2008","01",2008-01-16,0.882998191486014,1.00100412914673,0.797093452544334,0.410557039518608,0.311739755152298,0.18805538713932,0.207213753890991,0.173758647823334,0.161279945468903,0.198218724727631,0.162983129358292,0.193340406084061,0.207437704157829,0.735631454457736
"2008","02",2008-02-16,0.784871478411167,1.26017865659715,0.61659020161789,0.442293130782915,0.270357487853183,0.166651233625412,0.201582658592592,0.172577384986944,0.169389392071553,0.158289221589294,0.154797909562389,0.150121733224938,0.167083549513944,0.678511047497575
"2008","03",2008-03-16,0.569275576752006,0.615657978521618,0.588474425300075,0.377923607369774,0.275535237816003,0.161242987275124,0.160584356412412,0.151636275105345,0.153610900209399,0.16886279961705,0.161342740071014,0.163041314995289,0.143890197584896,0.419520561262721
"2008","04",2008-04-16,0.350346658153822,0.607172572698357,0.381505853507767,0.43634402892839,0.320101470096747,0.160886278473663,0.189886739291251,0.162136171495213,0.170710694115117,0.167863900095173,0.179027976225252,0.140813500289955,0.136743937600911,0.440562927363153
"2008","05",2008-05-16,0.515980854800446,0.741669936841275,0.684708623875417,0.816798699981704,0.746837010370434,0.17347635851512,0.208732111826955,0.265252909052961,0.331971251893611,0.321159366691528,0.264966739002372,0.244271532678213,0.251094669740843,0.75026804000554
"2008","06",2008-06-16,0.496215726257464,NA,NA,0.611972181236043,5.6280956254449,0.228395563387682,NA,NA,NA,0.417497782243623,NA,0.201249777442879,0.177104251459241,0.472279561116145
"2008","07",2008-07-16,NA,1.71807751059532,NA,29.2457294914781,12.2188002772109,NA,NA,NA,NA,12.7664959779941,NA,0.254366010427475,NA,NA
"2008","08",2008-08-16,7.60564289856883,5.8422357071095,4.26553030268234,3.09315929235506,11.4399958141409,0.569876998662949,1.87983669982693,0.651060292333887,1.10824322903237,1.55619631464384,NA,0.581485271453857,0.236867502331734,5.72295938934599
"2008","09",2008-09-16,3.21426248288494,2.76570916518219,2.16121169909785,2.34848814795415,6.70395857164282,0.444625217520015,0.363448878736805,0.247685691010923,0.439403127517019,0.608979407365422,0.209530351165765,0.211411705357023,0.232625565741743,2.64810583622137
"2008","10",2008-10-16,1.51198406632636,2.09681115912067,1.46240502830595,1.34710565289058,0.780040890154754,0.27496866628262,0.239170498355409,0.255363049069111,0.168869698671347,0.503957610487938,0.205720213775145,0.157143854618073,0.174159070658684,1.66238868511575
"2008","11",2008-11-16,0.786199708723591,0.427996456210303,0.383226947552229,0.37058921355867,0.610820225197257,0.198776847969454,0.165420348130699,0.155421234268608,0.139977572042318,0.151216574079051,0.136801324015212,0.142041982958714,0.142470614208529,1.31284357967142
"2008","12",2008-12-16,0.765856865673811,0.835054027883766,0.528068126984687,0.32770587282721,0.337181353010237,0.158998050951958,0.168595732784271,0.16906511015892,0.169638473510742,0.20035246732235,0.149240027815347,0.181689607409331,0.150257984026548,0.903469607355588
"2009","01",2009-01-16,0.811572136687063,0.862468707690136,0.737682198945718,0.406892353232251,0.297032648333409,0.196048569464684,0.181638129901886,0.182825768041611,0.171996075153351,0.200341864323616,0.174841441345215,0.194180566287041,0.183233407998085,0.649113582155553
"2009","02",2009-02-16,0.586881668898074,0.300847415308483,0.496970215857317,0.303066728843583,0.246852633453185,0.218185828749631,0.167573961325451,0.159018332743334,0.156122175610065,0.152283451604843,0.145094325798855,0.151443465152416,0.148110618087629,0.541211500362949
"2009","03",2009-03-16,0.344271899234237,0.379170387213236,0.33125690002032,0.364465109458064,0.26311987016857,0.17270801422596,0.227932051086426,0.217595222395591,0.167890501584833,0.159317791986465,0.183825753114487,0.12444942857934,0.138299511556319,0.354556115325828
"2009","04",2009-04-16,0.189259875565767,0.340922541302793,0.308011753064521,0.336895608888849,0.418512971977806,0.223241317678582,0.235354621862543,0.171680421398041,0.167147372233666,0.232039946133905,0.179556034547942,0.201227578947432,0.199231160380286,NA
"2009","05",2009-05-16,0.537598587037204,1.41150271956639,0.807717472314835,1.14262197169032,6.95118129856884,0.152390587661001,0.253564175645353,0.262614755363731,0.260708661095516,0.307635238678148,0.158023574092287,0.195053704669626,0.157041364158672,0.734306680720027
"2009","06",2009-06-16,0.549461811387314,0.81888827915621,0.835800937177606,1.26129886037425,3.44593342309033,0.150826390047512,0.239136912174277,0.290859670237458,0.316490515597223,0.796930572616214,0.156644880043136,0.228247985171109,0.15309910734198,0.463629201958557
"2009","07",2009-07-16,NA,NA,14.9793224652608,6.07979913552602,17.6952452854026,NA,NA,7.74178957939148,1.1715753475825,7.89665740599271,0.370053177530115,1.67848455976719,0.318975535407662,NA
"2009","08",2009-08-16,5.57073099233887,5.52653152904203,4.44748002729533,4.23319250004632,12.1626642985936,0.410381001441978,0.892811238765717,1.97290604371651,1.83672885855311,2.64608103655759,0.235356537931001,2.13359501921987,0.282649850100279,2.74478495121002
"2009","09",2009-09-16,2.01863901104246,2.76438199679057,5.07336497608619,9.94676073332026,7.28753545496361,0.728578552934859,1.29484780020224,1.25918210061585,0.582723367971087,2.35377371590921,0.561613760558905,0.525053294316219,0.26888399477299,1.64363516124792
"2009","10",2009-10-16,3.03009887361447,5.36949624669167,7.27794300007077,8.6250317361858,11.5758143229918,1.91064026299864,3.13247908224302,2.35460165307584,0.764478923298243,4.17318050803845,1.10179028514201,0.378879721876885,0.249492692006858,3.81597386676813
"2009","11",2009-11-16,1.935797063395,2.0240242862759,2.20627307917836,0.869698477734346,3.12386160461978,0.366210343933105,0.593827923738822,0.470081168571277,0.260451856092131,1.90848747276093,0.270888923373362,0.856844586162072,0.576871574340092,2.08906126076599
"2009","12",2009-12-16,1.67096175262943,2.55695637852901,4.18609672106838,0.882590949683788,0.61190616509869,0.197605110692978,0.210240064048767,0.266048033857346,0.167135621650495,0.20889173605442,0.187379350981269,0.198931669930414,0.235684878914809,1.19877541487675
"2010","01",2010-01-16,0.718611436453201,0.723007541332467,0.678160127164063,0.455494193261405,0.290653788476581,0.166966963195801,0.169595177841187,0.201651248073578,0.16441681395086,0.17108354883194,0.165430291223526,0.167489458675916,0.190021421124295,1.06826268811003
"2010","02",2010-02-16,0.489403805925757,0.502546981645938,0.580204778375695,0.356495377320198,0.18832690186452,0.1516537358284,0.15283585922718,0.17654867374897,0.149109993852146,0.160007385647297,0.155255752378958,0.166512015834451,0.158841775461314,0.667767684889773
"2010","03",2010-03-16,0.438062115501685,0.540356389968596,0.326339847910467,0.297778537713314,0.327776363487341,0.152736320460247,0.141693021157678,0.145820105576515,0.146941266329058,0.152861602890491,0.146071447578331,0.150387226834017,0.148977331990756,0.439376980776125
